id_contrato,id_cliente,tipo_seguro,data_inicio,data_fim,valor_premio_mensal,satisfacao_ultima_avaliacao,canal_venda,renovado_automaticamente
3a6b7869-08c6-4c2b-9c33-cb6477ddca5f,C04940,Auto,2022-07-16,2023-01-12,619.36,Alta,Site,True
39adec30-a358-4565-898f-ee52c286b27f,C04205,Residencial,2023-10-31,2025-10-30,267.95,Média,Agência Física,False
53bdd7be-39c8-4df6-b17f-000ff20adc8a,C00994,Vida,2025-03-04,2025-08-31,715.43,Baixa,Agência Física,False
5abdbd2c-65b4-40ab-b040-9bd01445a670,C02168,Auto,2023-06-09,2025-06-08,1110.9,Alta,Agência Física,True
b95f04cb-3daf-458a-861c-c1cf449877f5,C01154,Residencial,2022-10-31,2023-10-31,804.58,Alta,Site,False
c35ab394-4c07-4e8f-928d-37dd99645de8,C02333,Vida,2024-12-04,2025-06-02,721.47,Baixa,Agência Física,True
96f0cfc5-4d34-4db0-9083-85316633d904,C03264,Saúde,2024-04-28,2025-04-28,233.76,Alta,Site,False
4b416c6d-9ea1-4f6a-aeac-00acbe7f3edb,C04206,Vida,2023-04-27,2023-10-24,186.75,Alta,App,False
ea9d6295-4a5b-4690-a8b5-8862d76e1762,C04826,Vida,2024-10-13,2026-10-13,225.32,Alta,Agência Física,False
e8374722-a52d-46bf-a467-8e77ba4ac435,C01406,Saúde,2022-09-01,2024-08-31,563.0,Média,Site,True
e9bbe359-cfca-491d-8446-9e0ddca4de2a,C03490,Saúde,2023-06-04,2023-12-01,425.1,Alta,Corretor,False
c6487d09-4bc6-4ffe-a9cb-af76d49c0407,C03346,Residencial,2024-05-23,2024-11-19,405.05,Média,App,False
c3fa0d84-1213-4812-95b6-2b80f9c9faba,C04822,Empresarial,2023-09-21,2025-09-20,651.95,Alta,Site,False
cc80100a-311d-4c34-bf28-84fc3db7fba2,C00501,Empresarial,2023-08-01,2024-07-31,415.05,Média,Corretor,True
3a1d887a-3ea4-464e-bc53-7772a81cc1fa,C02991,Empresarial,2023-09-03,2024-03-01,847.68,Alta,Corretor,True
6c993b03-b774-4694-b4ec-a9ec4e541cf4,C01835,Residencial,2024-04-18,2026-04-18,545.6,Alta,App,False
51999804-6126-4330-acd0-57aa510816e0,C02999,Residencial,2023-02-12,2023-08-11,845.49,Média,App,False
05d1681c-ec45-4790-b316-e4e0940db11d,C03318,Vida,2023-03-24,2025-03-23,1120.14,Baixa,Corretor,True
f0173ef0-f503-42ff-bd3a-74d70158712b,C04675,Residencial,2025-01-10,2025-07-09,886.37,Média,App,False
58643c9e-7cc3-458a-b97c-1d7102048679,C01927,Saúde,2023-05-27,2024-05-26,944.72,Média,App,True
ba1985b2-e2d0-404b-b361-874836e14c80,C01040,Residencial,2024-05-21,2024-11-17,1213.71,Baixa,Corretor,False
139b0d41-6e8a-4c9c-98ed-d36da8d3e8fa,C04901,Residencial,2023-04-11,2025-04-10,800.45,Média,Corretor,False
c995aa9c-2b8f-4d47-8a4f-5ffb9f5d2f64,C04962,Saúde,2022-11-14,2023-11-14,807.33,Baixa,App,True
004bc575-11db-4783-8502-8a274a162bdf,C02323,Empresarial,2024-11-08,2025-11-08,969.01,Baixa,Site,True
8b0d6107-50c7-4c88-b328-72807dd5271b,C03616,Residencial,2022-12-21,2023-06-19,1391.58,Alta,Site,False
e9594202-022c-44d9-b634-082105270eee,C03199,Vida,2022-11-28,2023-11-28,845.76,Baixa,Corretor,True
8ff68415-c894-45a6-bff7-a21658d0677d,C03703,Empresarial,2023-06-11,2024-06-10,1187.95,Baixa,App,False
893b4893-906b-4e3f-afc1-4a53cf8985f6,C04055,Saúde,2022-11-18,2024-11-17,779.31,Baixa,Corretor,False
7530c708-1ea4-4688-8cc1-5a7c3394ca44,C04144,Vida,2023-01-16,2024-01-16,1268.6,Alta,Agência Física,True
79cfa678-208d-4db6-b976-bb3cfe512449,C04047,Auto,2022-08-31,2024-08-30,1202.55,Baixa,Agência Física,True
a32ff487-be10-4d87-a9bd-56e7c7f35a29,C03266,Vida,2023-05-12,2025-05-11,1048.92,Alta,Agência Física,True
e37d9294-db85-494a-9112-c97c9834b1d8,C02207,Residencial,2022-11-29,2023-05-28,1152.91,Média,Site,False
b970e1c2-ee46-4d5d-831e-93fd0bce1b4e,C03741,Auto,2024-12-25,2026-12-25,123.5,Alta,Corretor,False
07e10420-187f-4a7f-9253-934f0c56ff47,C04439,Residencial,2023-12-20,2024-06-17,1290.52,Média,Agência Física,True
1c941f6d-4af7-43b6-8337-feb155d5c0a8,C04290,Empresarial,2024-03-29,2025-03-29,922.9,Alta,Corretor,False
bfd8ae85-1c3f-4e23-9adf-ea147f5b1ada,C02410,Vida,2023-11-16,2024-05-14,980.21,Alta,Agência Física,False
c7a7a008-90de-47aa-a395-049af0ef698d,C01821,Saúde,2023-01-18,2023-07-17,1443.87,Baixa,App,False
1b624183-faa8-4d18-a140-1437014b97ab,C03317,Residencial,2022-09-02,2023-03-01,193.04,Baixa,Agência Física,True
356f222e-f5cb-435d-a4db-e76e843b2362,C04367,Empresarial,2025-02-17,2026-02-17,332.62,Média,Site,True
c1fb94ac-8af6-44cf-935e-1a843ac481ea,C04715,Empresarial,2024-11-22,2025-05-21,1423.41,Alta,Corretor,False
57ee7645-1257-4fe1-829d-6cd879c74e34,C04340,Residencial,2024-10-07,2026-10-07,225.15,Baixa,App,False
1ebad5f9-a0a4-468e-997b-520dfd932565,C03025,Auto,2023-05-01,2024-04-30,1431.31,Média,Agência Física,False
540fc915-9b69-4bf3-a94c-684460e3a33e,C04577,Auto,2024-06-01,2025-06-01,946.04,Média,Agência Física,False
2d63900e-7011-467b-ae5a-fa9cfb53ae65,C01837,Vida,2022-09-22,2023-03-21,515.4,Baixa,App,True
126e0a4c-71ae-4eb2-9072-224d6ab3a4e6,C00928,Saúde,2023-06-13,2024-06-12,767.63,Alta,Corretor,False
34b81d80-a359-4eac-a889-dc7f3a1f0c0c,C04768,Residencial,2023-04-28,2023-10-25,1206.7,Alta,Agência Física,True
dde44489-e08b-4738-aec9-51d4c06d6147,C03232,Auto,2025-04-05,2026-04-05,541.85,Média,App,False
cb32d361-eab1-4ff4-aebb-f9dee91e12dd,C02686,Auto,2024-08-29,2025-02-25,387.57,Alta,Agência Física,True
099bf491-10ac-47f1-9783-6d5622ad59c5,C03437,Saúde,2025-02-10,2026-02-10,218.28,Média,Site,False
6ac6d7f9-6c52-421a-b303-fa63b12723b7,C00376,Saúde,2023-09-04,2024-03-02,457.37,Alta,App,False
533dc4b8-a1a7-4e45-a72b-2b4d588287fe,C00714,Residencial,2024-09-11,2025-03-10,331.8,Média,App,False
7679b005-76b9-4fb4-90f0-553d7d5cd46b,C04600,Saúde,2023-12-18,2024-06-15,1120.15,Alta,Site,True
66eb7825-7582-4441-ad0c-157ba839eef4,C02226,Vida,2024-09-30,2025-09-30,413.71,Baixa,Agência Física,False
0e012862-47ff-4f14-96f7-3fb5fae09835,C01334,Residencial,2024-06-20,2024-12-17,871.52,Média,Site,True
c09d378f-4b4c-4618-b85a-d3b9231f7b1f,C02658,Saúde,2022-12-22,2024-12-21,670.03,Média,Site,False
ff1e0849-f7b2-40c3-8349-d81316fe55c8,C02447,Vida,2023-02-06,2023-08-05,779.65,Média,Agência Física,False
d760fa3d-7253-4f72-b2b4-ca154d031bd5,C04435,Residencial,2025-04-11,2027-04-11,1120.7,Média,Agência Física,False
34a3b1cc-a0a1-4a58-bc63-78731dfdb71b,C02360,Saúde,2022-07-17,2023-01-13,263.03,Baixa,App,True
569ad91a-48bb-47ef-ae79-0e29b0efb45f,C03508,Auto,2025-03-04,2026-03-04,273.3,Alta,App,True
9c792926-c58f-4e0d-bed8-ec99acafd74d,C01278,Residencial,2022-11-23,2023-11-23,987.61,Baixa,Corretor,True
4340a520-009d-4869-a301-6f32562915ef,C01937,Auto,2023-05-03,2023-10-30,1215.02,Média,App,True
f9b282b2-9e64-4d3e-89f6-d7a9dc048ab4,C00046,Residencial,2023-02-14,2024-02-14,762.35,Baixa,Corretor,False
5ed63079-c31b-4119-84c2-319f05e021d2,C04552,Vida,2024-01-04,2026-01-03,1048.43,Média,Agência Física,False
96deb145-2789-4594-9c13-4e19675ca25c,C04259,Saúde,2024-11-26,2026-11-26,623.96,Baixa,Site,True
3fbb1e87-b114-48ad-9c6a-b95bae7bed4e,C04093,Vida,2024-10-16,2026-10-16,680.76,Baixa,Site,False
ab484879-07bc-48a2-bb9b-d24ecf254804,C03386,Auto,2024-01-25,2024-07-23,264.23,Baixa,Corretor,False
70209d3f-6ed9-4f92-bfba-43871eb3e873,C02359,Auto,2023-02-02,2023-08-01,826.68,Alta,App,True
21b336f8-5aa4-461b-80d0-83242070e509,C01560,Vida,2023-03-16,2023-09-12,364.26,Alta,App,False
8ee0ca14-62b5-45cd-ba5a-97af9825de04,C00759,Empresarial,2023-12-30,2024-06-27,1128.38,Alta,Corretor,False
320bbfe4-7fe3-47e6-bcd6-5d57e8d1190d,C02150,Vida,2025-07-02,2026-07-02,369.62,Baixa,Site,False
61c1e185-bdd9-4795-9db3-e6de5df66d4b,C00199,Vida,2023-09-24,2025-09-23,1169.05,Média,App,False
841effdf-334c-464d-9719-da62a5a10599,C01450,Residencial,2022-12-12,2023-06-10,761.71,Média,Agência Física,False
0cd7ce09-9111-493e-94f5-ef176c878502,C04605,Residencial,2023-03-18,2025-03-17,767.04,Média,Corretor,True
374689bb-df6a-4dae-8705-c983b8bc5bca,C02666,Saúde,2023-06-23,2023-12-20,208.13,Baixa,Site,False
9fc5f980-25f3-4f96-a5f5-3931e5ddad23,C04537,Auto,2024-03-24,2024-09-20,637.34,Baixa,Corretor,False
85de0bef-6cf2-4917-ae62-a965c092930b,C00991,Empresarial,2025-01-03,2027-01-03,329.28,Média,Corretor,True
53aef1fc-df2d-47bb-a960-ab5c91be6b08,C03629,Vida,2023-05-20,2025-05-19,1394.63,Baixa,Corretor,True
91100f8f-86cf-40b0-9db4-d0903fe0b742,C02670,Vida,2024-05-09,2024-11-05,300.37,Baixa,Corretor,False
9cb200b5-ac28-413d-baea-4c6086919cb1,C01403,Empresarial,2024-03-21,2024-09-17,1215.15,Baixa,App,False
6e0f7827-1da5-4a5b-aca8-027d5307610c,C01936,Saúde,2024-01-23,2026-01-22,284.3,Alta,Agência Física,False
0f3a6597-b5fb-4396-9ea8-4dc2b7ad013d,C02004,Saúde,2022-09-15,2024-09-14,368.52,Baixa,Agência Física,False
182002fa-0901-4f13-a58a-2e9765b75256,C03424,Empresarial,2023-09-07,2024-03-05,1109.2,Média,Site,True
3126a89c-c891-463b-8432-7273d54dca33,C01324,Residencial,2022-08-29,2023-08-29,430.93,Alta,Agência Física,False
98ce1651-6c4e-41b1-8b36-a89e08c93acf,C02080,Empresarial,2025-06-21,2027-06-21,947.92,Baixa,App,True
6eae867c-8390-4b70-8854-c9a8f683adcb,C03661,Saúde,2024-07-04,2026-07-04,703.09,Alta,Corretor,False
98515467-b810-42af-8327-240a992c9a97,C00573,Auto,2023-12-21,2024-06-18,550.18,Baixa,Site,False
ab862a64-27a7-49f0-8696-2d2e6d6be06a,C00922,Empresarial,2023-07-18,2024-01-14,1085.24,Média,Corretor,True
d5e61da8-e103-4c0a-affb-a30a84f6c879,C01071,Auto,2023-06-24,2023-12-21,1233.5,Alta,Corretor,False
9eb95100-eecf-419d-b641-3b15c9091a92,C03254,Auto,2022-12-19,2024-12-18,858.13,Alta,App,True
d69e6e09-61d2-4581-a4dd-df08ef17edf2,C02174,Empresarial,2023-11-03,2025-11-02,941.34,Baixa,Site,False
75c88226-cdcd-400d-8784-d7b915c72124,C02862,Vida,2023-08-23,2025-08-22,1064.51,Baixa,Agência Física,False
5e3b54af-6252-4c7e-b786-ec5c01b65bf3,C01513,Saúde,2023-11-28,2024-05-26,639.97,Alta,App,True
3ef0f098-3414-4af1-b50c-77c67462fe4b,C00143,Residencial,2023-08-31,2024-08-30,415.53,Média,App,False
6a00667d-ec47-4114-b33e-84791f6a9f38,C00897,Auto,2024-08-24,2025-08-24,572.58,Alta,Corretor,True
2a2c3638-e58e-4487-814e-2ab596e4264a,C00188,Saúde,2025-04-03,2025-09-30,317.82,Baixa,Agência Física,True
e6aa3d09-b605-4f68-bddd-8740f0681158,C00758,Vida,2023-06-15,2024-06-14,758.72,Baixa,Corretor,True
e9716138-91e2-4186-8ee0-e4afbe602ce2,C01609,Saúde,2023-07-12,2024-01-08,670.13,Média,App,True
775de0a7-08b8-4f07-982e-eba09dde3c19,C04862,Auto,2023-11-17,2024-11-16,944.35,Alta,Corretor,False
930b4417-a8ba-4e7f-a91f-fe3d7f23e393,C00397,Vida,2024-10-24,2026-10-24,1119.09,Alta,Corretor,True
6fb5e966-0033-4526-b434-ad4be8333043,C00968,Empresarial,2023-06-21,2025-06-20,662.36,Baixa,Corretor,True
c602d815-2b84-447b-8289-e6d6804a74e1,C00944,Auto,2025-02-16,2027-02-16,244.63,Média,Site,True
53af3458-6a51-46a5-b771-b301088add60,C01061,Auto,2023-10-04,2024-04-01,251.76,Baixa,App,False
438ab830-14b5-4338-9ca6-b2923e7e59f6,C01115,Residencial,2024-10-30,2026-10-30,1019.64,Baixa,Site,True
a89090ec-de1f-40a5-8ee0-5d877226c3e7,C01622,Vida,2023-02-22,2025-02-21,132.57,Baixa,Corretor,False
cda87a88-4638-4fd6-bacf-2b75b8c41520,C03116,Vida,2025-06-26,2026-06-26,841.33,Baixa,Corretor,False
610a0369-8280-47ac-8ab9-e3e156a03325,C02470,Auto,2023-01-14,2025-01-13,292.48,Média,Corretor,True
4cd6636f-5be2-4891-82a4-6c82851fec71,C00739,Auto,2025-03-30,2026-03-30,1201.57,Baixa,Site,True
6d7a6105-a56a-4413-ac06-3dc4e9dcf6bc,C02762,Saúde,2024-07-29,2025-01-25,1024.19,Alta,Corretor,False
f6155673-1edb-4f97-80a8-c03f5aa49003,C03077,Auto,2023-11-24,2024-05-22,1272.79,Baixa,Corretor,False
d5a42843-5f7c-490e-9495-7a1252618961,C02867,Empresarial,2023-11-16,2025-11-15,1272.3,Alta,App,True
7a6bdefc-0664-47e4-a0ae-774b3f5cf5c9,C04661,Residencial,2022-10-29,2024-10-28,262.05,Baixa,Site,True
26c6d4b7-c79d-4164-9f19-56c80d949abf,C00797,Empresarial,2024-03-16,2024-09-12,248.48,Média,Corretor,False
470e98a0-3416-44de-bd51-aae6c97eb30b,C02942,Residencial,2025-03-18,2027-03-18,846.29,Média,Agência Física,True
df21c547-d7db-4d7f-9939-f71c2bde8024,C01737,Residencial,2024-01-14,2024-07-12,1416.95,Baixa,Corretor,True
74cb316f-5710-4085-951f-01b76a071494,C01154,Auto,2024-01-18,2025-01-17,679.89,Média,Corretor,False
7bf7973c-5ede-461f-9417-d87a36ad5191,C01891,Empresarial,2023-02-19,2025-02-18,474.66,Alta,App,False
b5900c6f-73a3-4dd5-a544-2e0b34e1de62,C00700,Empresarial,2024-12-21,2025-12-21,1303.99,Alta,Site,True
caf848a4-f333-444b-93c2-28be9c914a0c,C01065,Residencial,2025-02-06,2025-08-05,834.09,Alta,Agência Física,False
6f0d6fd9-1405-405f-b841-7088093bbb71,C02139,Auto,2024-01-23,2024-07-21,395.01,Baixa,Agência Física,True
f9d6b480-0e3c-4309-a36d-5123fc31be23,C02046,Auto,2022-11-28,2023-05-27,103.94,Média,Site,False
7a05675c-2a79-409d-998e-f22149e8fa66,C04624,Empresarial,2023-03-31,2025-03-30,603.36,Média,App,False
c8d0d9ae-a7fe-4b7f-ab61-98c73e4ed274,C03628,Residencial,2023-12-09,2025-12-08,608.2,Média,Corretor,True
45494a86-6db4-421f-904e-f9951f21767d,C02059,Auto,2025-05-25,2026-05-25,274.34,Média,Site,False
f32b9cc7-e580-4e4d-8666-c2d6af494997,C00023,Auto,2022-11-15,2023-05-14,868.02,Alta,App,True
3638b295-8b7f-4e27-88da-bca65d5e8616,C01698,Empresarial,2023-02-28,2023-08-27,866.46,Alta,Site,False
155e2423-3b3a-4ec4-8f99-02968dd97605,C02263,Empresarial,2023-10-26,2024-04-23,309.86,Baixa,App,True
51fa265e-897c-4d28-82e3-ca1c13ea45aa,C04235,Residencial,2022-12-28,2023-06-26,715.82,Alta,App,True
d8ed549d-b4b5-412f-a1de-63a755832ad9,C02808,Auto,2023-01-18,2025-01-17,738.11,Alta,App,False
c9e47a1a-1407-4f4a-8c66-0d964a31c370,C03711,Vida,2023-07-05,2024-01-01,156.51,Baixa,Corretor,False
99de25b9-d0c4-4c8b-90c5-41f4ea116543,C00653,Residencial,2025-01-23,2025-07-22,592.79,Baixa,Agência Física,False
a8400960-805f-4e53-bb40-0041de30682e,C02460,Empresarial,2024-05-19,2024-11-15,328.47,Baixa,Corretor,True
94af8aea-eb06-4dec-a695-93a0d2817084,C00143,Empresarial,2024-11-10,2026-11-10,338.05,Baixa,Agência Física,False
f2eb582d-425b-4a22-a1d0-bd4d09d22db4,C03490,Empresarial,2024-02-03,2026-02-02,926.55,Média,App,True
851e5c31-8643-4f6c-bc92-ff93a0b67d85,C00988,Auto,2024-10-18,2026-10-18,553.94,Baixa,Corretor,False
18f4b658-62b2-4a48-972d-c20a8b621f89,C01283,Residencial,2024-02-12,2025-02-11,1270.43,Média,Site,True
e4f9c265-6186-42d4-8bd9-40804ad38c3a,C00647,Saúde,2024-04-04,2025-04-04,170.99,Alta,Corretor,False
80a797b6-a3ff-4881-a764-d4b07b9740e8,C00156,Auto,2023-02-22,2023-08-21,1471.35,Média,Site,False
89705260-d2ca-4d47-8d66-17cfc1a4f007,C00821,Residencial,2023-01-25,2024-01-25,970.11,Alta,App,True
7087587e-34f1-4d46-bdc2-16fb015b0bba,C00415,Saúde,2025-07-09,2026-07-09,769.63,Média,App,False
5afc6b39-d36c-48d1-8914-f4bf4a12f6ff,C00306,Residencial,2022-12-28,2023-06-26,911.5,Baixa,App,False
aac127dd-1931-461c-b09b-b99f72eff155,C04704,Residencial,2024-04-24,2024-10-21,433.99,Baixa,App,False
023e81c3-0bbd-4c41-a644-165741214869,C01411,Residencial,2024-02-14,2024-08-12,946.99,Baixa,App,False
2c13164b-6fd2-410a-a6c3-d701fb62d87f,C04899,Empresarial,2024-07-23,2025-07-23,1192.32,Baixa,Site,True
9935c3cf-ca7f-426d-8773-32929760b56a,C00534,Empresarial,2025-04-09,2025-10-06,918.25,Baixa,App,False
365046ee-3a91-4ed1-8e7e-bdd540bdec90,C03132,Saúde,2024-08-08,2026-08-08,1144.87,Alta,Site,False
45f50fb5-de94-4701-bf49-4d3013fe0ecd,C00816,Vida,2025-01-07,2025-07-06,768.64,Alta,Site,False
90dc945f-08f2-47a1-9f09-5fea474167ea,C04678,Vida,2024-12-14,2025-12-14,411.28,Alta,Agência Física,False
462f8ee6-23fb-4b15-acec-4e99c00dddd0,C01500,Saúde,2025-07-06,2026-01-02,1031.02,Baixa,Agência Física,True
e5c3e321-a9a1-4dcf-9556-d46deee40aa9,C03655,Auto,2024-12-30,2025-06-28,1090.31,Média,Corretor,False
a937a8ad-e72e-4d42-bc0c-0e797f1e2f41,C01144,Vida,2023-07-09,2024-01-05,743.52,Baixa,Site,True
f4eeae06-a7b4-40b9-890f-95261b06f724,C00866,Empresarial,2022-07-25,2023-01-21,157.99,Alta,App,False
468685b4-e853-4eb9-8323-ecbe29610314,C00779,Auto,2024-06-11,2026-06-11,414.0,Baixa,Site,True
287edcdf-38e1-4257-bfde-29ed32818fba,C00918,Empresarial,2023-11-19,2024-05-17,1446.78,Baixa,Agência Física,True
d4dadb99-bafe-430e-9740-fcd41dea0ad5,C00579,Empresarial,2025-04-11,2027-04-11,1349.71,Média,Corretor,True
f060cada-6266-4eea-965c-86bd61979d3d,C00986,Residencial,2023-06-30,2024-06-29,821.16,Baixa,Corretor,False
007b3a3b-fb7c-484f-9e9b-10d8ce32960a,C04153,Empresarial,2024-10-08,2025-10-08,1404.16,Baixa,Corretor,True
c4389d09-66ea-46c1-ae72-a3197ca3c258,C00211,Saúde,2024-11-14,2025-11-14,146.49,Média,Agência Física,False
c41a06fe-5516-4d0a-85d9-908b2c9259e8,C00768,Vida,2022-12-17,2023-06-15,619.95,Alta,Agência Física,False
24be651e-00f6-4a10-91fc-3cdf0175e90c,C00750,Auto,2025-06-17,2027-06-17,1406.49,Baixa,Site,False
5b21240d-6e3b-4cde-8015-3879de87e467,C01355,Empresarial,2024-09-27,2026-09-27,874.76,Baixa,Corretor,False
1e615ec1-0811-4795-90f7-556dbddc336e,C03213,Empresarial,2023-09-28,2025-09-27,1023.71,Alta,Agência Física,True
215e5205-a178-491f-a5eb-055498348afd,C04824,Vida,2024-02-04,2025-02-03,1093.0,Média,App,False
0edc9938-ba9c-498e-a0e8-af44aa81699b,C00922,Empresarial,2024-10-06,2025-10-06,142.51,Baixa,Corretor,True
eacc9d94-b64c-4b7c-b041-662d4e05c713,C03994,Saúde,2025-03-26,2026-03-26,872.63,Média,Site,False
176037a7-cdd3-4db0-82e1-e135d99dce3b,C00877,Saúde,2024-07-06,2025-07-06,1212.97,Baixa,Site,True
a8d39c02-cd92-40c3-a43d-1a2cd10795fd,C02400,Auto,2023-01-03,2025-01-02,1336.37,Média,Agência Física,False
fd163967-b5db-46ac-a5ae-02460aa3235b,C03144,Vida,2024-06-14,2026-06-14,1102.9,Baixa,Site,True
6766ebc8-a9c2-4769-b20d-4bdd6299748f,C02177,Saúde,2023-07-07,2024-07-06,523.6,Alta,Site,True
adf52f39-37fc-4de1-b324-6f8a27403ea4,C01253,Residencial,2024-03-13,2026-03-13,225.14,Alta,Corretor,False
65107ef6-3248-49f9-8908-08d2cd7598ff,C04752,Empresarial,2023-11-09,2024-05-07,470.81,Baixa,Corretor,True
0260247f-2af3-48bc-9e32-55d054684029,C04117,Vida,2024-08-18,2026-08-18,457.6,Média,Corretor,True
8872339f-ff28-4363-a285-29dffa36cf5a,C03571,Residencial,2024-08-07,2025-02-03,641.17,Alta,Site,True
7d5a1c9b-cd06-4832-b16e-ee54c04b0049,C03481,Saúde,2023-12-15,2024-06-12,1262.89,Alta,Agência Física,True
25e06dec-93fd-45da-821a-0b9842a34bf3,C01757,Saúde,2023-12-17,2024-06-14,1352.4,Baixa,Corretor,False
eeb2a66b-1aac-4746-a9e0-9861e6ab27e4,C04913,Vida,2022-12-09,2024-12-08,1497.98,Alta,Site,True
a2519096-c3b6-4008-a97c-1b5c44a49e4a,C01906,Empresarial,2022-07-12,2023-01-08,1101.99,Alta,Agência Física,True
364781eb-2081-42af-a51d-c60a311ddd0a,C02037,Residencial,2025-05-29,2025-11-25,536.13,Baixa,App,False
0262c90c-6653-4c51-a0e9-a86d82d51216,C02724,Auto,2023-07-17,2025-07-16,1372.21,Média,Agência Física,False
