id_cliente,idade,renda_mensal,tipo_seguro,valor_premio_mensal,satisfacao_ultima_avaliacao,renovado_automaticamente,duracao_dias,satisfacao_score,valor_premio_sobre_renda,interacao_idade_renda,prob_cancelamento,tende_cancelar
2093,34,12913.38,Residencial,649.16,Média,0,730.0,1,0.050270339756128914,439054.92,0.43834682252854573,1
2276,22,5224.76,Empresarial,1025.02,Baixa,0,365.0,0,0.19618508792748374,114944.72,0.4442035353467165,1
585,77,6412.31,Empresarial,581.12,Média,1,365.0,1,0.09062568715486306,493747.87000000005,0.44753300683948477,1
543,50,10797.6,Empresarial,926.85,Baixa,1,730.0,0,0.085838519671038,539880.0,0.4278710917552699,1
4174,67,14841.85,Saúde,537.05,Baixa,0,180.0,0,0.03618484218611561,994403.9500000001,0.42452744397387493,1
155,40,18021.0,Saúde,1256.31,Baixa,1,365.0,0,0.06971366738804728,720840.0,0.43556380324578886,1
4510,79,7735.89,Empresarial,663.66,Baixa,1,730.0,0,0.08578974106405339,611135.31,0.504927077749278,1
4533,38,2443.37,Vida,397.94,Baixa,0,730.0,0,0.16286522303212367,92848.06,0.5066011431418971,1
1249,45,16709.02,Residencial,1288.18,Alta,0,180.0,2,0.07709488647449103,751905.9,0.4293895137441247,1
3493,72,9517.49,Residencial,454.03,Média,1,730.0,1,0.04770480452304126,685259.28,0.40638021275140707,1
976,63,4757.86,Saúde,1421.76,Média,1,365.0,1,0.2988234206134691,299745.18,0.4003878071327806,1
4584,43,2925.38,Vida,1089.15,Alta,0,730.0,2,0.37231060580163944,125791.34000000001,0.4681104737702618,1
2459,44,9340.67,Empresarial,1293.44,Baixa,1,180.0,0,0.13847400668260415,410989.48,0.5531379123773422,1
811,62,12418.11,Residencial,1269.64,Baixa,0,180.0,0,0.10224100124737179,769922.8200000001,0.45887970178948567,1
2744,50,6742.77,Saúde,1156.27,Baixa,0,365.0,0,0.17148293653795102,337138.5,0.4880561837625605,1
1043,45,11114.23,Saúde,863.05,Média,1,730.0,1,0.07765270288629982,500140.35,0.479756662598459,1
1610,58,9456.19,Saúde,1402.33,Média,1,730.0,1,0.14829757016303605,548459.02,0.4066840695169455,1
4633,27,2314.25,Saúde,987.26,Baixa,0,365.0,0,0.426600410500162,62484.75,0.5619741280500492,1
4538,30,3857.31,Auto,869.42,Alta,0,730.0,2,0.225395418050403,115719.3,0.41076940663233086,1
1610,58,9456.19,Residencial,1191.86,Média,1,730.0,1,0.12604019166281555,548459.02,0.4032619088788305,1
1137,23,10964.32,Saúde,1302.02,Baixa,1,730.0,0,0.11875063843448568,252179.36,0.499404983170106,1
374,77,8005.45,Saúde,1211.94,Média,1,730.0,1,0.15138936599441633,616419.65,0.40030779542214917,1
1120,41,8595.68,Auto,1177.1,Baixa,0,365.0,0,0.13694088193138879,352422.88,0.49577535318093086,1
4958,29,5604.76,Vida,866.83,Alta,0,180.0,2,0.15465961075942591,162538.04,0.45220570486988226,1
4783,32,12430.8,Saúde,1080.8,Média,0,730.0,1,0.0869453293432442,397785.6,0.5097477889837438,1
3199,38,4977.14,Residencial,799.49,Baixa,1,730.0,0,0.16063241138485154,189131.32,0.48309160801662254,1
108,57,8043.05,Residencial,748.88,Alta,0,730.0,2,0.09310895742286819,458453.85000000003,0.42911492574868415,1
2358,55,11100.48,Vida,861.86,Alta,1,730.0,2,0.07764168756666379,610526.4,0.4363263822820231,1
1963,45,6761.07,Empresarial,926.69,Alta,0,730.0,2,0.13706262470289468,304248.14999999997,0.5790814811694154,1
2449,44,1927.67,Saúde,163.19,Média,1,730.0,1,0.08465660616184305,84817.48000000001,0.4742703780981789,1
713,37,4294.05,Empresarial,849.04,Alta,0,365.0,2,0.19772475867770517,158879.85,0.45769568473669414,1
1506,35,7931.8,Saúde,1000.2,Média,0,730.0,1,0.12610000252149575,277613.0,0.46228500418859014,1
3683,19,7073.72,Saúde,1232.89,Alta,1,730.0,2,0.174291603286531,134400.68,0.4763200114664181,1
4189,63,10363.89,Saúde,684.72,Alta,0,365.0,2,0.06606785676034771,652925.07,0.42730961782715854,1
2075,74,18934.46,Residencial,1344.73,Baixa,1,730.0,0,0.07102024562622858,1401150.04,0.4154014560043649,1
409,79,15297.39,Auto,189.97,Média,0,730.0,1,0.012418458312169593,1208493.81,0.40269010963189167,1
4143,21,1788.47,Vida,139.73,Baixa,1,180.0,0,0.07812823251158811,37557.87,0.7252379509560885,1
732,45,2361.4,Vida,233.07,Baixa,0,730.0,0,0.09869992377403235,106263.0,0.6908567376388354,1
541,70,13248.56,Empresarial,819.88,Baixa,0,730.0,0,0.06188446140561692,927399.2,0.4965890104020729,1
529,42,5879.62,Saúde,1330.71,Baixa,1,365.0,0,0.22632585099037014,246944.04,0.4992441702974175,1
720,63,3479.8,Empresarial,1328.32,Baixa,0,730.0,0,0.38172308753376627,219227.40000000002,0.44360825689752637,1
3290,76,10264.23,Saúde,305.66,Média,0,180.0,1,0.02977914563488932,780081.48,0.4358805616370379,1
658,29,14130.51,Auto,1274.95,Média,1,730.0,1,0.09022675048529742,409784.79,0.4745701538050184,1
2210,77,12839.23,Vida,822.45,Média,0,730.0,1,0.0640575797769804,988620.71,0.43127807695615555,1
976,63,4757.86,Saúde,102.26,Alta,1,730.0,2,0.02149285603191351,299745.18,0.41008058552850374,1
1304,45,15508.31,Empresarial,1175.46,Baixa,0,730.0,0,0.07579549286801722,697873.95,0.5636583623286077,1
3830,53,19453.09,Vida,1378.84,Média,0,365.0,1,0.07088025604158517,1031013.77,0.5627349736776605,1
419,77,9680.85,Residencial,784.19,Baixa,0,730.0,0,0.08100425065980776,745425.4500000001,0.48228921233558913,1
3718,50,2426.36,Auto,1391.8,Média,0,730.0,1,0.5736164460343889,121318.0,0.5106595205423549,1
313,36,9186.81,Vida,1023.55,Baixa,0,730.0,0,0.11141517022775044,330725.16,0.46064347603240774,1
3344,50,8121.25,Empresarial,1044.78,Média,1,730.0,1,0.1286476835462521,406062.5,0.49025987925511827,1
1967,32,9656.44,Saúde,797.08,Alta,1,365.0,2,0.08254387745380284,309006.08,0.4533251879011983,1
1860,28,10744.16,Auto,1167.02,Baixa,1,730.0,0,0.10861900790755163,300836.48,0.4911326836379818,1
2544,44,19962.92,Saúde,1265.41,Alta,1,730.0,2,0.06338802139166015,878368.48,0.4216483967496514,1
1911,33,12667.27,Saúde,450.79,Média,1,730.0,1,0.03558698914604331,418019.91000000003,0.4008520146907361,1
432,59,8667.21,Vida,92.32,Média,0,730.0,1,0.010651639916420624,511365.38999999996,0.5153943276388235,1
1087,81,13351.0,Vida,997.8,Baixa,1,730.0,0,0.07473597483334582,1081431.0,0.5044322827511067,1
2815,29,14974.06,Empresarial,461.96,Média,0,180.0,1,0.0308506844503094,434247.74,0.45944683019995536,1
309,68,15698.21,Saúde,563.12,Alta,1,730.0,2,0.03587160574358478,1067478.28,0.48095647892970467,1
3521,46,5594.24,Saúde,845.23,Baixa,0,365.0,0,0.15108933474430844,257335.03999999998,0.519301231034284,1
3642,44,19366.66,Residencial,1069.2,Baixa,0,730.0,0,0.055208280622471816,852133.04,0.5717519377895919,1
237,81,12508.31,Auto,179.6,Baixa,0,730.0,0,0.014358454499448767,1013173.11,0.4255415298736251,1
843,52,14660.8,Saúde,1324.35,Baixa,1,730.0,0,0.09033272399869038,762361.6,0.4550536882175789,1
427,69,10775.3,Auto,326.21,Baixa,1,730.0,0,0.03027386708490715,743495.7,0.44986602042864227,1
2518,35,12365.53,Auto,718.69,Baixa,1,365.0,0,0.0581204364066886,432793.55000000005,0.41736216894899214,1
1159,41,3418.69,Saúde,1297.92,Baixa,0,365.0,0,0.3796541950279201,140166.29,0.5838083233592495,1
483,21,8723.39,Saúde,983.76,Alta,1,730.0,2,0.11277267209192757,183191.19,0.499122231935476,1
686,69,17171.97,Empresarial,585.29,Baixa,1,730.0,0,0.03408403345684857,1184865.9300000002,0.6454163937843276,1
2220,70,15373.83,Saúde,1215.48,Baixa,1,365.0,0,0.07906162615301457,1076168.1,0.46309850247894563,1
4579,74,5738.14,Saúde,780.55,Alta,1,365.0,2,0.13602839944651052,424622.36000000004,0.44704042873004274,1
1422,43,7340.95,Residencial,98.17,Média,0,180.0,1,0.01337292857191508,315660.85,0.5572343395307733,1
3213,19,18058.58,Residencial,370.02,Alta,0,730.0,2,0.020489983154821693,343113.02,0.4224708930740596,1
3121,77,3769.66,Empresarial,1070.1,Baixa,1,365.0,0,0.28387175501238837,290263.82,0.4589288416840662,1
3350,26,7689.01,Vida,988.24,Baixa,1,365.0,0,0.12852629922447753,199914.26,0.41473540139790005,1
1033,56,14210.76,Empresarial,780.66,Baixa,0,730.0,0,0.05493442996715165,795802.56,0.40526474091671066,1
3304,56,13532.81,Saúde,930.37,Alta,1,365.0,2,0.06874921025271175,757837.36,0.4622753508016195,1
3301,47,10083.33,Vida,784.0,Alta,1,730.0,2,0.07775209181887333,473916.51,0.43615844058214026,1
2215,44,10199.58,Empresarial,518.81,Média,0,730.0,1,0.05086581996513581,448781.52,0.4885781715421116,1
4005,47,4309.15,Empresarial,1075.04,Alta,0,730.0,2,0.24947843542229908,202530.05,0.5116086778762027,1
2139,49,7012.61,Saúde,426.24,Alta,0,730.0,2,0.060781934258428746,343617.88999999996,0.46582478093684193,1
1011,45,7752.09,Auto,1127.1,Média,1,730.0,1,0.1453930488423122,348844.05,0.49950882751406767,1
1959,57,9737.24,Empresarial,873.23,Alta,0,365.0,2,0.08967941634385103,555022.6799999999,0.4180108913530767,1
4538,30,3857.31,Empresarial,324.8,Baixa,0,730.0,0,0.08420375857786903,115719.3,0.5092939483731784,1
1982,48,5609.66,Vida,386.26,Baixa,0,180.0,0,0.0688562230152986,269263.68,0.452121059237841,1
801,19,4948.16,Vida,656.17,Baixa,0,365.0,0,0.132608888960745,94015.04,0.5426955188256776,1
2201,73,16482.28,Vida,1150.61,Baixa,1,730.0,0,0.06980890993236373,1203206.44,0.426318611558309,1
1027,50,9635.2,Empresarial,905.28,Média,1,365.0,1,0.09395549651278644,481760.00000000006,0.41206649172507676,1
4958,29,5604.76,Auto,896.0,Baixa,0,730.0,0,0.15986411550182344,162538.04,0.4306979049625874,1
4206,51,11706.32,Saúde,1065.36,Média,1,365.0,1,0.09100725078419178,597022.32,0.4103962087118794,1
2033,36,4133.65,Auto,1346.55,Alta,0,730.0,2,0.32575326890278566,148811.4,0.5296693795209042,1
4321,27,14670.29,Residencial,1404.29,Baixa,0,730.0,0,0.09572339742431812,396097.83,0.5183280273396155,1
289,50,14521.98,Saúde,622.17,Média,0,730.0,1,0.04284333128127156,726099.0,0.5051894699562296,1
883,73,10655.42,Residencial,857.46,Baixa,1,365.0,0,0.08047172237227627,777845.66,0.4909553528012839,1
2038,21,10178.02,Vida,1176.87,Alta,1,730.0,2,0.11562858001851047,213738.42,0.480581412978718,1
1782,56,14540.33,Vida,772.67,Baixa,0,730.0,0,0.053139784310259806,814258.48,0.4092622615945466,1
2489,66,11077.09,Empresarial,661.07,Baixa,0,730.0,0,0.05967903122571001,731087.9400000001,0.5438862155439234,1
3503,46,6366.87,Vida,467.73,Média,1,730.0,1,0.07346309882249834,292876.02,0.5734503080811894,1
4589,41,10766.89,Saúde,614.08,Média,1,365.0,1,0.05703411105713907,441442.49,0.5204137920099384,1
3926,53,3726.63,Empresarial,865.84,Baixa,0,730.0,0,0.23233860082702065,197511.39,0.4550436697709278,1
3721,42,4806.47,Vida,620.36,Baixa,0,180.0,0,0.12906769417056593,201871.74000000002,0.4324030566403513,1
4778,27,7270.01,Saúde,1280.91,Baixa,1,365.0,0,0.17619095434531729,196290.27000000002,0.44502637190588984,1
1436,29,2963.57,Residencial,569.47,Baixa,0,730.0,0,0.1921567568844333,85943.53,0.4189507424272147,1
1313,21,12047.96,Saúde,1071.43,Alta,0,365.0,2,0.0889304081354852,253007.15999999997,0.4416488881762255,1
149,67,18002.38,Saúde,1449.34,Média,1,730.0,1,0.0805082439099719,1206159.46,0.4260222117869789,1
2617,47,18785.06,Empresarial,1265.45,Média,1,730.0,1,0.06736470365279643,882897.8200000001,0.4406665298554631,1
3680,39,7221.56,Saúde,397.37,Baixa,0,730.0,0,0.0550255069541761,281640.84,0.44223177958188703,1
3832,62,4879.67,Vida,707.86,Média,1,365.0,1,0.14506308828260928,302539.54,0.4389754009285985,1
862,20,13073.68,Residencial,1068.22,Alta,1,730.0,2,0.0817076752681724,261473.6,0.4593752728862987,1
4267,35,11292.67,Empresarial,1142.4,Baixa,1,730.0,0,0.10116296677402245,395243.45,0.4895263892065553,1
4206,51,11706.32,Saúde,1302.31,Baixa,1,365.0,0,0.1112484538266509,597022.32,0.42803689132438455,1
4067,49,13104.22,Residencial,953.98,Baixa,0,730.0,0,0.07279944933769428,642106.7799999999,0.5821828262943675,1
3159,44,6643.9,Residencial,484.43,Alta,0,730.0,2,0.0729134996011379,292331.6,0.4011570311219307,1
2906,45,14770.53,Auto,1058.9,Alta,1,730.0,2,0.07169004768278457,664673.85,0.4160083581511665,1
3786,42,9707.58,Saúde,1451.9,Média,0,730.0,1,0.14956353694741636,407718.36,0.45397485036065693,1
3281,51,14275.97,Empresarial,1178.03,Alta,0,180.0,2,0.082518385790948,728074.47,0.46315656237124264,1
922,73,5987.8,Residencial,398.55,Média,1,180.0,1,0.06656033935669194,437109.4,0.5470188573852058,1
30,19,5557.43,Saúde,467.07,Média,0,730.0,1,0.08404424347225245,105591.17000000001,0.41893481637183544,1
4471,22,9454.51,Vida,646.42,Alta,1,365.0,2,0.0683716025473557,207999.22,0.49082647798401086,1
273,41,8478.39,Empresarial,1114.66,Média,1,365.0,1,0.13147071554858883,347613.99,0.5488341095936803,1
609,66,5807.48,Empresarial,616.76,Média,1,730.0,1,0.10620096840626228,383293.68,0.44020639657216115,1
2735,36,3857.22,Vida,1312.78,Média,0,730.0,1,0.3403435634991004,138859.91999999998,0.4712241454041999,1
4067,49,13104.22,Empresarial,507.67,Baixa,0,180.0,0,0.03874095520374353,642106.7799999999,0.4090039012967611,1
4268,38,14602.4,Saúde,1107.49,Baixa,0,365.0,0,0.07584301210759875,554891.2,0.42745444239181374,1
581,42,11348.29,Residencial,662.71,Média,1,730.0,1,0.05839734444572706,476628.18000000005,0.45754820942908514,1
4988,73,14365.22,Saúde,477.66,Média,1,730.0,1,0.03325114408272202,1048661.06,0.40077479439707775,1
3506,22,17052.8,Saúde,816.23,Baixa,0,730.0,0,0.047864866766747984,375161.6,0.40486407798257906,1
1116,41,11374.98,Saúde,1077.44,Média,0,365.0,1,0.09472016654095217,466374.18,0.5018829940456322,1
2179,44,5653.01,Residencial,1234.84,Baixa,0,730.0,0,0.21843938008246933,248732.44,0.48710085664149777,1
3630,59,17192.26,Residencial,809.8,Média,1,180.0,1,0.04710259151501897,1014343.3399999999,0.4129304944513261,1
506,18,9712.31,Saúde,996.24,Baixa,1,365.0,0,0.10257497958776028,174821.58,0.44172978393488344,1
740,41,2493.38,Auto,1248.29,Alta,1,180.0,2,0.5006416992195333,102228.58,0.43411548130251876,1
228,42,4405.56,Auto,443.66,Baixa,0,365.0,0,0.10070456423246987,185033.52000000002,0.49480695230626587,1
217,71,10183.84,Empresarial,1310.64,Alta,1,730.0,2,0.1286980156797436,723052.64,0.4310712513117722,1
4438,28,13739.32,Saúde,863.92,Baixa,1,730.0,0,0.06287938558822416,384700.95999999996,0.41625617166680606,1
3939,75,2631.86,Auto,253.0,Média,1,365.0,1,0.0961297333444788,197389.5,0.4590907258717014,1
3107,50,9591.93,Auto,667.98,Média,1,180.0,1,0.06963979094926673,479596.5,0.43463228795866754,1
4231,56,19450.49,Vida,647.53,Baixa,0,730.0,0,0.03329119214991499,1089227.4400000002,0.43845544790694047,1
2188,48,6827.3,Vida,1060.46,Baixa,1,730.0,0,0.1553264101474961,327710.4,0.41478394024148246,1
1547,20,4362.22,Empresarial,1234.39,Alta,0,730.0,2,0.28297288995052977,87244.40000000001,0.4024165701601525,1
1415,56,14463.18,Saúde,549.62,Baixa,1,365.0,0,0.038001324743244566,809938.0800000001,0.44569471277696127,1
2217,61,8095.62,Residencial,874.4,Alta,1,730.0,2,0.1080090221626015,493832.82,0.4398159503813754,1
1205,67,4056.33,Vida,325.07,Alta,1,365.0,2,0.08013894333054757,271774.11,0.5288796122753991,1
4679,58,11025.49,Residencial,732.31,Média,0,730.0,1,0.06641972374923925,639478.42,0.46778460252515697,1
2495,56,17262.16,Empresarial,1308.63,Baixa,0,730.0,0,0.07580916872511899,966680.96,0.46805827794327826,1
1588,59,6754.25,Residencial,1165.89,Alta,1,365.0,2,0.1726157604471259,398500.75,0.4294010723944563,1
1025,67,11566.33,Empresarial,1021.89,Média,1,730.0,1,0.0883504101992594,774944.11,0.4372387509323799,1
3304,56,13532.81,Empresarial,396.88,Média,0,730.0,1,0.029327242457405374,757837.36,0.4860698929522758,1
2343,50,2609.0,Residencial,698.38,Baixa,1,365.0,0,0.267681103871215,130450.0,0.4869998818184522,1
4421,63,8832.48,Saúde,1332.7,Baixa,1,365.0,0,0.15088627429668677,556446.24,0.43750436402943854,1
4106,23,7546.9,Auto,1016.04,Média,0,730.0,1,0.1346301130265407,173578.69999999998,0.4100185173477759,1
742,43,8839.01,Saúde,1389.76,Baixa,0,730.0,0,0.15723027805150125,380077.43,0.49362609915339833,1
1756,56,16482.03,Auto,641.0,Baixa,1,730.0,0,0.03889084050933047,922993.6799999999,0.42537180577032857,1
