cliente_id,genero,data_nascimento,idade,renda_mensal,nivel_educacional,qtd_dependente,tipo_seguro,valor_premio_mensal,satisfacao_score,canal_venda,renovado_automaticamente,inicio,fim,duracao_dias,id_contrato_legado,id_cliente_legado,valor_premio_sobre_renda,interacao_idade_renda,probabilidade_cancelamento,cancelamento_previsto
36,F,1969-10-26,56.0,12523.94,Pós,1,Saúde,1149.11,2,Corretor,True,2024-08-01,2025-08-01,365,5114,36,0.0917530745116952,701340.64,0.34473132101789067,1
37,F,1980-07-02,45.0,19464.95,Fundamental,2,Vida,450.14,2,Agência Física,True,2024-07-17,2026-07-17,730,5529,37,0.02312566947256479,875922.75,0.13126567792265417,0
39,F,2006-02-04,19.0,15719.08,Superior,1,Vida,889.12,3,Agência Física,False,2025-02-03,2026-02-03,365,3244,39,0.056563106746705276,298662.52,0.3675441493280269,1
40,F,1954-05-10,71.0,9543.16,Pós,3,Saúde,660.64,3,App,False,2024-05-12,2026-05-12,730,4837,40,0.06922654550484326,677564.36,0.3448194559158048,1
41,O,1948-09-27,77.0,17703.28,Superior,0,Vida,498.88,1,App,False,2024-11-16,2025-11-16,365,682,41,0.02818008866153617,1363152.56,0.3235745703526017,1
41,O,1948-09-27,77.0,17703.28,Superior,0,Auto,1050.73,2,App,True,2024-09-09,2026-09-09,730,8780,41,0.05935227822188883,1363152.56,0.10412007068573548,0
42,O,1967-04-04,58.0,15596.3,Técnico,4,Saúde,979.97,3,Site,True,2023-11-24,2025-11-23,730,3132,42,0.06283349255913262,904585.4,0.3479217599893615,1
42,O,1967-04-04,58.0,15596.3,Técnico,4,Vida,296.77,1,Agência Física,True,2024-08-25,2026-08-25,730,5877,42,0.019028231054801458,904585.4,0.2421553831694357,0
43,M,1991-09-27,34.0,17604.59,Superior,2,Vida,366.26,2,Site,True,2025-02-21,2025-08-20,180,1140,43,0.020804801475069853,598556.06,0.43461185672732694,1
44,O,1995-08-07,30.0,10891.76,Médio,0,Saúde,143.91,2,Agência Física,False,2023-12-20,2025-12-19,730,2493,44,0.013212740640631082,326752.8,0.1857946791018136,0
47,F,1950-09-26,75.0,1860.32,Superior,2,Saúde,942.58,2,App,False,2023-11-21,2025-11-20,730,9980,47,0.5066762707491185,139524.0,0.09214700941699955,0
47,F,1950-09-26,75.0,1860.32,Superior,2,Auto,777.07,3,Corretor,False,2023-12-20,2025-12-19,730,10463,47,0.41770770620108366,139524.0,0.09629358413469792,0
48,F,1967-06-14,58.0,5929.87,Médio,2,Residencial,1311.8,3,Corretor,True,2025-06-19,2026-06-19,365,6673,48,0.22121901491938273,343932.46,0.4590152169612622,1
49,O,1982-05-11,43.0,19018.56,Fundamental,0,Auto,874.57,3,Site,False,2025-05-08,2026-05-08,365,4738,49,0.04598507983780055,817798.08,0.2871129689168863,0
50,F,1972-03-22,53.0,16596.43,Técnico,1,Saúde,264.05,1,Site,False,2024-11-21,2025-11-21,365,1400,50,0.015910048124807563,879610.79,0.44575095492088795,1
50,F,1972-03-22,53.0,16596.43,Técnico,1,Empresarial,251.26,2,Site,True,2024-02-11,2026-02-10,730,6363,50,0.015139400461424535,879610.79,0.14288966695844912,0
54,O,1954-05-24,71.0,15472.41,Médio,1,Empresarial,717.35,3,Agência Física,False,2023-07-31,2025-07-30,730,2299,54,0.04636317160675034,1098541.11,0.22609265518189253,0
54,O,1954-05-24,71.0,15472.41,Médio,1,Saúde,286.54,1,Site,False,2023-09-02,2025-09-01,730,6932,54,0.018519416173692398,1098541.11,0.2443056021755465,0
55,F,1995-01-04,30.0,8881.36,Superior,2,Vida,716.93,3,Agência Física,True,2024-10-14,2025-10-14,365,9068,55,0.08072299737877983,266440.8,0.3793177059142483,1
62,O,1997-05-11,28.0,3947.77,Técnico,1,Saúde,516.86,2,Agência Física,True,2024-09-17,2026-09-17,730,1644,62,0.13092454727605712,110537.56,0.21701334627736263,0
62,O,1997-05-11,28.0,3947.77,Técnico,1,Residencial,960.67,2,Corretor,True,2025-04-25,2026-04-25,365,2658,62,0.24334497703766936,110537.56,0.4105393182951789,1
64,F,1976-12-02,49.0,5022.58,Fundamental,2,Empresarial,492.72,1,Corretor,True,2025-05-31,2026-05-31,365,9479,64,0.09810097599241824,246106.42,0.4949428036542275,1
65,F,1994-04-08,31.0,8054.5,Pós,2,Vida,144.02,3,App,True,2025-03-16,2025-09-12,180,1367,65,0.017880687814265318,249689.5,0.4745344648730749,1
67,F,1998-10-16,27.0,14971.95,Fundamental,2,Saúde,545.56,2,Corretor,False,2025-05-07,2026-05-07,365,10873,67,0.036438807236198356,404242.65,0.4826316778147236,1
72,M,1997-02-06,28.0,19426.43,Médio,0,Vida,729.75,2,Corretor,True,2025-04-06,2027-04-06,730,370,72,0.03756480217929903,543940.04,0.113185387855692,0
74,F,1958-12-12,67.0,18195.19,Médio,1,Auto,438.55,3,Site,True,2024-12-03,2025-12-03,365,3670,74,0.02410252379887212,1219077.73,0.2079979941653916,0
76,F,1952-05-15,73.0,6777.11,Técnico,3,Auto,533.32,3,App,True,2024-12-06,2026-12-06,730,9171,76,0.0786943107017593,494729.03,0.25639496448408994,0
77,O,1948-10-23,77.0,10503.42,Médio,1,Residencial,1038.94,3,Corretor,False,2025-01-17,2027-01-17,730,1352,77,0.09891444881762321,808763.34,0.22142330179649244,0
77,O,1948-10-23,77.0,10503.42,Médio,1,Residencial,1192.71,3,App,True,2024-09-21,2025-09-21,365,6162,77,0.11355444226737577,808763.34,0.36083140534794206,1
77,O,1948-10-23,77.0,10503.42,Médio,1,Saúde,888.89,1,App,True,2025-06-16,2027-06-16,730,9785,77,0.08462862572381186,808763.34,0.2834575822939695,0
78,M,1987-03-23,38.0,19421.12,Técnico,2,Residencial,549.65,3,Agência Física,False,2025-06-17,2026-06-17,365,11061,78,0.02830166334382363,738002.56,0.2981104308109602,0
79,O,1956-06-24,69.0,2627.72,Superior,3,Auto,666.26,1,Site,True,2025-06-11,2025-12-08,180,11057,79,0.2535506066095322,181312.68,0.6195292950489176,1
80,M,1992-08-10,33.0,12307.29,Técnico,1,Saúde,427.38,1,Agência Física,False,2025-02-16,2026-02-16,365,8558,80,0.03472576009828321,406140.57,0.5260536032250792,1
81,O,2004-08-12,21.0,4412.51,Técnico,3,Saúde,1159.24,2,App,True,2024-08-25,2025-08-25,365,5051,81,0.262716685061337,92662.71,0.24100555716910785,0
81,O,2004-08-12,21.0,4412.51,Técnico,3,Saúde,759.51,3,Agência Física,True,2024-08-10,2026-08-10,730,10451,81,0.17212652209286777,92662.71,0.18268780523695466,0
82,M,2002-01-13,23.0,2767.64,Fundamental,3,Empresarial,131.56,3,Site,False,2023-10-11,2025-10-10,730,9400,82,0.04753508404272232,63655.72,0.11102895867592022,0
82,M,2002-01-13,23.0,2767.64,Fundamental,3,Saúde,1268.46,2,Site,True,2025-05-25,2027-05-25,730,10431,82,0.4583182783888078,63655.72,0.16746496129814226,0
83,M,1950-10-10,75.0,8969.85,Técnico,2,Empresarial,307.98,1,Site,True,2023-08-01,2025-07-31,730,3960,83,0.034335022324788037,672738.75,0.21325865605171646,0
83,M,1950-10-10,75.0,8969.85,Técnico,2,Empresarial,694.44,1,Agência Física,True,2024-10-18,2025-10-18,365,5254,83,0.07741935483870968,672738.75,0.49452000960625625,1
85,F,1968-05-07,57.0,13661.4,Técnico,2,Residencial,430.59,2,Corretor,True,2025-04-10,2025-10-07,180,2861,85,0.0315187316087663,778699.8,0.6340820611336914,1
89,F,2006-02-16,19.0,18686.84,Fundamental,3,Empresarial,839.52,2,Corretor,False,2025-04-25,2025-10-22,180,4028,89,0.04492573383193734,355049.96,0.42582190649429186,1
91,M,1987-11-09,38.0,11446.24,Técnico,2,Empresarial,640.29,2,Agência Física,True,2025-03-29,2026-03-29,365,5485,91,0.055938893470694306,434957.12,0.4376341721400894,1
93,M,2000-02-13,25.0,8336.25,Médio,1,Residencial,207.39,1,Corretor,True,2024-10-18,2026-10-18,730,5665,93,0.02487809266756635,208406.25,0.22238718446749328,0
94,O,1955-06-24,70.0,14515.49,Técnico,2,Residencial,473.97,2,App,False,2025-07-01,2025-12-28,180,3696,94,0.03265270411126321,1016084.3,0.6566709308391836,1
96,O,1992-05-28,33.0,3416.35,Médio,1,Auto,99.58,1,Corretor,False,2023-08-22,2025-08-21,730,6294,96,0.029148067381854905,112739.55,0.27271247222534895,0
97,M,1961-01-20,64.0,17959.69,Técnico,1,Residencial,819.85,2,Corretor,True,2025-04-01,2026-04-01,365,7435,97,0.045649451633073844,1149420.16,0.32487168900876334,1
100,F,1973-03-22,52.0,6145.74,Fundamental,4,Auto,723.16,2,Corretor,False,2025-03-30,2025-09-26,180,6387,100,0.11766849883008393,319578.48,0.4989547172238959,1
101,O,1962-07-01,63.0,9336.15,Superior,5,Empresarial,216.59,1,Corretor,True,2025-01-08,2026-01-08,365,3087,101,0.02319907028057604,588177.45,0.26966503026307265,0
105,M,1979-03-31,46.0,18983.44,Médio,0,Empresarial,233.4,1,Corretor,False,2024-04-06,2026-04-06,730,7933,105,0.0122949265254348,873238.24,0.09518431610946676,0
108,F,2006-06-27,19.0,18131.16,Fundamental,1,Vida,926.64,1,App,False,2025-03-05,2027-03-05,730,4805,108,0.05110759598393043,344492.04,0.07418564514117919,0
108,F,2006-06-27,19.0,18131.16,Fundamental,1,Saúde,1196.72,1,App,False,2025-01-25,2026-01-25,365,7587,108,0.06600349894877107,344492.04,0.13978566372037562,0
109,F,1959-01-15,66.0,5386.42,Médio,5,Auto,980.34,3,Agência Física,True,2025-05-25,2025-11-21,180,386,109,0.18200214613788007,355503.72,0.5191336521051663,1
110,M,1968-04-29,57.0,8043.05,Técnico,5,Residencial,748.88,3,Corretor,False,2025-07-08,2027-07-08,730,1327,110,0.09310895742286819,458453.85,0.25818440426480693,0
110,M,1968-04-29,57.0,8043.05,Técnico,5,Vida,963.82,2,Agência Física,False,2024-10-09,2025-10-09,365,6220,110,0.11983265054923195,458453.85,0.3380939114529825,1
110,M,1968-04-29,57.0,8043.05,Técnico,5,Residencial,1256.67,1,Corretor,False,2025-01-10,2026-01-10,365,7524,110,0.15624296753097394,458453.85,0.40471456527119976,1
111,F,1944-07-14,81.0,19515.98,Médio,1,Empresarial,928.79,1,App,True,2024-09-19,2025-09-19,365,5580,111,0.047591255986120094,1580794.38,0.18228147022228647,0
112,M,1961-09-23,64.0,17495.21,Médio,1,Residencial,800.92,2,Corretor,True,2024-03-30,2026-03-30,730,1934,112,0.045779387615238684,1119693.44,0.1614694668101439,0
112,M,1961-09-23,64.0,17495.21,Médio,1,Auto,598.38,1,App,True,2023-10-01,2025-09-30,730,4614,112,0.034202504571251215,1119693.44,0.16847885713916536,0
112,M,1961-09-23,64.0,17495.21,Médio,1,Saúde,780.23,1,App,False,2025-04-11,2025-10-08,180,4398,112,0.04459677820386266,1119693.44,0.6332749200026785,1
115,M,1980-02-04,45.0,16066.43,Fundamental,0,Auto,1209.8,3,Site,False,2024-07-03,2026-07-03,730,9190,115,0.07529986437559558,722989.35,0.20932844642102508,0
116,M,1999-12-17,26.0,17383.98,Médio,2,Saúde,1455.42,2,Site,True,2025-03-24,2027-03-24,730,3739,116,0.08372190948217842,451983.48,0.23864707893073364,0
116,M,1999-12-17,26.0,17383.98,Médio,2,Empresarial,878.89,2,Agência Física,True,2024-08-03,2025-08-03,365,10136,116,0.05055746727734385,451983.48,0.23029739007263417,0
117,F,1989-12-08,36.0,7968.68,Médio,2,Saúde,91.25,1,Agência Física,False,2024-07-05,2026-07-05,730,3613,117,0.011451080982044705,286872.48,0.18501408010133485,0
117,F,1989-12-08,36.0,7968.68,Médio,2,Empresarial,1346.73,3,Corretor,True,2024-11-25,2025-11-25,365,10760,117,0.16900289633916785,286872.48,0.4208971096503364,1
117,F,1989-12-08,36.0,7968.68,Médio,2,Residencial,598.79,2,Site,True,2024-09-26,2026-09-26,730,10123,117,0.0751429345889156,286872.48,0.3182914180423271,1
123,M,1944-08-25,81.0,12536.57,Superior,1,Residencial,404.14,3,Corretor,False,2024-08-19,2026-08-19,730,925,123,0.032236887761165935,1015462.17,0.12824626710941844,0
123,M,1944-08-25,81.0,12536.57,Superior,1,Vida,413.91,2,App,True,2025-05-09,2027-05-09,730,5098,123,0.033016207782511485,1015462.17,0.1218779562354593,0
126,M,1950-09-14,75.0,14612.53,Fundamental,0,Empresarial,516.57,2,App,False,2025-02-10,2027-02-10,730,5632,126,0.03535116779914224,1095939.75,0.28582217322584147,0
127,O,1966-02-14,59.0,14206.86,Médio,1,Auto,746.21,1,App,False,2024-10-27,2026-10-27,730,6183,127,0.05252462542743435,838204.74,0.23986964263131683,0
129,F,1968-04-29,57.0,13772.67,Fundamental,4,Saúde,623.67,2,Corretor,False,2025-03-05,2025-09-01,180,2556,129,0.04528315860323379,785042.19,0.4880717642167318,1
129,F,1968-04-29,57.0,13772.67,Fundamental,4,Vida,1329.54,3,Agência Física,True,2023-10-08,2025-10-07,730,4600,129,0.09653465885699723,785042.19,0.27016584884269157,0
129,F,1968-04-29,57.0,13772.67,Fundamental,4,Vida,851.93,2,Agência Física,False,2025-01-19,2027-01-19,730,5590,129,0.061856560855665606,785042.19,0.24469485796760115,0
129,F,1968-04-29,57.0,13772.67,Fundamental,4,Empresarial,884.31,2,Corretor,False,2025-03-24,2027-03-24,730,6933,129,0.06420759373454821,785042.19,0.2514189879346687,0
130,F,1976-01-18,49.0,10881.77,Pós,1,Vida,562.78,3,Agência Física,True,2025-02-03,2026-02-03,365,10867,130,0.05171768930973546,533206.73,0.4848681176023495,1
132,M,1996-04-04,29.0,9278.26,Pós,0,Residencial,1435.43,3,Site,True,2023-10-01,2025-09-30,730,2115,132,0.15470896482745689,269069.54,0.24436168763458926,0
135,F,1963-04-23,62.0,5388.38,Técnico,3,Auto,114.44,2,Corretor,False,2025-06-08,2026-06-08,365,4086,135,0.021238294255416283,334079.56,0.29501749684154427,0
137,O,1972-12-14,53.0,5453.48,Pós,1,Auto,729.76,1,App,False,2025-01-14,2026-01-14,365,1669,137,0.133815471955522,289034.44,0.5916989093421905,1
137,O,1972-12-14,53.0,5453.48,Pós,1,Saúde,1467.9,3,Corretor,False,2025-04-04,2027-04-04,730,7984,137,0.2691675774001188,289034.44,0.2808734577411948,0
139,O,1966-07-05,59.0,13781.3,Técnico,2,Vida,881.13,2,Corretor,False,2025-06-16,2027-06-16,730,3381,139,0.06393663877863481,813096.7,0.27611774934441796,0
139,O,1966-07-05,59.0,13781.3,Técnico,2,Saúde,1364.88,3,Corretor,False,2024-05-04,2026-05-04,730,5219,139,0.09903855224108031,813096.7,0.34377294525725477,1
142,M,1951-06-15,74.0,2354.95,Pós,1,Residencial,852.7,1,Site,False,2024-12-01,2025-12-01,365,3803,142,0.3620883670566254,174266.3,0.37021848607236924,1
142,M,1951-06-15,74.0,2354.95,Pós,1,Auto,787.07,3,Agência Física,True,2025-05-10,2027-05-10,730,7222,142,0.33421941017856005,174266.3,0.35484945915999816,1
143,M,1988-11-30,37.0,9925.2,Técnico,3,Auto,1023.54,3,App,True,2024-09-10,2026-09-10,730,5684,143,0.10312537782613952,367232.4,0.2675857288150361,0
144,O,1989-07-20,36.0,14382.55,Pós,2,Saúde,408.48,3,Corretor,False,2025-03-15,2026-03-15,365,3698,144,0.028401083257141465,517771.8,0.559097475777581,1
145,M,2004-03-02,21.0,4230.07,Fundamental,4,Auto,441.68,3,Agência Física,True,2023-09-17,2025-09-16,730,9251,145,0.10441434775311047,88831.47,0.22445242532101603,0
147,O,1986-11-07,39.0,11082.22,Fundamental,0,Vida,1086.92,1,App,True,2025-03-22,2026-03-22,365,3787,147,0.09807782195264125,432206.58,0.3618246900170695,1
148,M,1999-10-30,26.0,18473.2,Fundamental,0,Residencial,231.03,1,Site,False,2024-12-25,2025-12-25,365,2028,148,0.012506225234393608,480303.2,0.3263005721202854,1
151,O,1958-01-03,67.0,18002.38,Pós,2,Vida,932.88,2,App,False,2025-05-14,2026-05-14,365,1053,151,0.05181981493558074,1206159.46,0.29408331633868934,0
151,O,1958-01-03,67.0,18002.38,Pós,2,Saúde,1449.34,2,Site,True,2024-07-27,2026-07-27,730,2148,151,0.08050824390997191,1206159.46,0.15099190606205645,0
152,O,1961-02-14,64.0,9749.4,Médio,2,Auto,823.9,2,Corretor,False,2025-05-27,2025-11-23,180,5890,152,0.08450776458038443,623961.6,0.4959613030638214,1
152,O,1961-02-14,64.0,9749.4,Médio,2,Residencial,703.31,3,App,True,2024-09-23,2025-09-23,365,5711,152,0.07213879828502266,623961.6,0.4085116564372478,1
152,O,1961-02-14,64.0,9749.4,Médio,2,Empresarial,1246.76,3,Site,True,2025-06-11,2025-12-08,180,6658,152,0.12788069009374936,623961.6,0.5246521166782543,1
153,F,1981-04-19,44.0,9826.29,Médio,5,Empresarial,848.3,2,Site,False,2023-10-31,2025-10-30,730,4217,153,0.08632963203813443,432356.76,0.37403237253531496,1
156,O,1949-10-07,76.0,6785.97,Superior,3,Auto,511.45,3,App,True,2023-12-16,2025-12-15,730,6966,156,0.07536873873595079,515733.72,0.2012570597131944,0
157,F,1985-12-01,40.0,18021.0,Fundamental,3,Saúde,1256.31,1,App,True,2024-08-14,2025-08-14,365,1151,157,0.06971366738804728,720840.0,0.5430652899347533,1
159,M,1955-11-05,70.0,2688.23,Pós,2,Empresarial,1410.89,2,Corretor,False,2025-06-11,2025-12-08,180,6049,159,0.5248397644546784,188176.1,0.4825898494512948,1
161,F,1976-12-29,49.0,8705.32,Técnico,3,Saúde,1152.66,2,Agência Física,True,2025-03-11,2025-09-07,180,11664,161,0.13240868802065864,426560.68,0.4926124319940742,1
162,O,2005-07-31,20.0,1861.34,Técnico,2,Auto,833.76,3,Site,True,2023-11-19,2025-11-18,730,615,162,0.4479353583977135,37226.8,0.25803233543791393,0
164,F,1951-08-26,74.0,17288.79,Pós,3,Vida,500.35,1,Site,False,2025-02-26,2027-02-26,730,6435,164,0.028940718234185273,1279370.46,0.16137626169985553,0
168,O,1978-05-16,47.0,16265.63,Médio,0,Empresarial,998.16,3,Corretor,True,2024-10-09,2025-10-09,365,8274,168,0.0613662059200904,764484.61,0.4174589046410888,1
168,O,1978-05-16,47.0,16265.63,Médio,0,Vida,1145.34,2,Site,True,2024-08-02,2026-08-02,730,9885,168,0.0704147333979686,764484.61,0.2808798508675381,0
168,O,1978-05-16,47.0,16265.63,Médio,0,Empresarial,1212.32,3,App,False,2024-12-16,2025-12-16,365,9409,168,0.07453261877959845,764484.61,0.4592500556424379,1
169,F,1970-07-01,55.0,18511.52,Técnico,2,Empresarial,971.29,2,Agência Física,True,2025-01-13,2027-01-13,730,10457,169,0.05246948926938469,1018133.6,0.20746601347244853,0
172,F,1994-04-07,31.0,4861.99,Superior,2,Empresarial,404.51,3,Corretor,False,2025-04-21,2027-04-21,730,4798,172,0.08319844343571253,150721.69,0.32533195916392876,1
172,F,1994-04-07,31.0,4861.99,Superior,2,Vida,1426.52,2,Site,False,2023-12-14,2025-12-13,730,5491,172,0.29340249568592286,150721.69,0.1746120524516521,0
172,F,1994-04-07,31.0,4861.99,Superior,2,Vida,817.6,3,App,True,2023-12-11,2025-12-10,730,9626,172,0.16816159638337388,150721.69,0.27675397593722345,0
173,F,1974-03-10,51.0,5415.72,Superior,0,Residencial,255.97,3,Corretor,False,2024-08-04,2025-08-04,365,2694,173,0.04726426033842222,276201.72,0.4490747500657947,1
173,F,1974-03-10,51.0,5415.72,Superior,0,Empresarial,1348.9,1,Corretor,False,2024-01-25,2026-01-24,730,11944,173,0.2490712222936193,276201.72,0.25099849736151636,0
175,M,1969-06-21,56.0,10200.68,Técnico,4,Empresarial,838.53,3,Corretor,False,2025-01-25,2027-01-25,730,1042,175,0.08220334330652466,571238.08,0.34843003026055497,1
176,F,1949-04-09,76.0,5648.11,Fundamental,0,Auto,1234.96,2,Site,False,2025-06-20,2025-12-17,180,8895,176,0.21865013252220655,429256.36,0.31975427090238323,1
177,O,1970-06-02,55.0,2244.78,Fundamental,2,Residencial,759.1,3,Site,True,2025-05-29,2026-05-29,365,1460,177,0.33816231434706295,123462.9,0.3429565568823531,1
177,O,1970-06-02,55.0,2244.78,Fundamental,2,Empresarial,990.74,3,Corretor,True,2024-08-28,2026-08-28,730,6094,177,0.4413528274485696,123462.9,0.20444259389103941,0
177,O,1970-06-02,55.0,2244.78,Fundamental,2,Vida,1296.48,2,Site,True,2025-05-18,2025-11-14,180,6899,177,0.5775532568893166,123462.9,0.48312742265625447,1
179,M,1969-08-25,56.0,5913.08,Pós,1,Auto,1181.75,2,App,False,2025-07-08,2026-07-08,365,3930,179,0.1998535450222219,331132.48,0.39195868883324975,1
180,M,1968-07-31,57.0,11933.44,Médio,1,Residencial,782.18,3,App,True,2024-09-13,2026-09-13,730,2928,180,0.06554522417676714,680206.08,0.2129952460846882,0
180,M,1968-07-31,57.0,11933.44,Médio,1,Residencial,1216.14,1,Corretor,False,2025-02-25,2026-02-25,365,9604,180,0.10191026225463906,680206.08,0.35914424010341345,1
183,M,1950-09-05,75.0,19347.33,Fundamental,4,Residencial,497.91,3,Corretor,True,2024-07-12,2026-07-12,730,4447,183,0.02573533402283416,1451049.75,0.13290270689092518,0
183,M,1950-09-05,75.0,19347.33,Fundamental,4,Auto,797.72,1,Site,True,2025-04-16,2026-04-16,365,5986,183,0.04123152910504964,1451049.75,0.22174922733430422,0
187,O,2003-02-13,22.0,15790.9,Técnico,3,Auto,197.86,1,Agência Física,True,2024-02-26,2026-02-25,730,1320,187,0.012530001456535093,347399.8,0.17337552626346417,0
189,M,1997-06-17,28.0,7923.27,Pós,2,Residencial,487.59,3,Agência Física,True,2024-07-04,2026-07-04,730,8875,189,0.06153898579753057,221851.56,0.1857028843774847,0
190,F,1975-04-25,50.0,2775.7,Superior,2,Saúde,317.82,1,Agência Física,True,2025-04-03,2025-09-30,180,134,190,0.1145008466332817,138785.0,0.5862978741384334,1
191,F,1998-07-31,27.0,16713.12,Fundamental,3,Saúde,378.47,2,Corretor,False,2025-05-07,2025-11-03,180,6477,191,0.02264508362292618,451254.24,0.6400378692432449,1
191,F,1998-07-31,27.0,16713.12,Fundamental,3,Auto,493.39,3,App,True,2023-11-29,2025-11-28,730,9919,191,0.029521118737853853,451254.24,0.18621565496263112,0
192,F,2004-11-22,21.0,13258.32,Pós,1,Vida,753.06,2,App,False,2025-02-01,2026-02-01,365,1276,192,0.05679905146353384,278424.72,0.4515163990295779,1
192,F,2004-11-22,21.0,13258.32,Pós,1,Auto,934.84,2,Agência Física,True,2025-06-03,2027-06-03,730,11976,192,0.0705096875018856,278424.72,0.2157249848937401,0
193,M,1953-05-28,72.0,9556.51,Técnico,0,Auto,1073.92,1,App,True,2024-02-18,2026-02-17,730,6126,193,0.11237575223591038,688068.72,0.33417847671466,1
193,M,1953-05-28,72.0,9556.51,Técnico,0,Auto,730.39,3,Site,False,2024-11-16,2025-11-16,365,8459,193,0.07642852882485343,688068.72,0.41602315213107754,1
193,M,1953-05-28,72.0,9556.51,Técnico,0,Residencial,1460.86,1,Site,False,2024-02-07,2026-02-06,730,7540,193,0.1528654289065778,688068.72,0.2380786822917949,0
193,M,1953-05-28,72.0,9556.51,Técnico,0,Auto,1464.79,1,Agência Física,False,2024-08-07,2025-08-07,365,9237,193,0.15327666690036426,688068.72,0.30089042418206624,1
196,F,1979-09-04,46.0,17256.69,Fundamental,4,Empresarial,191.57,1,Agência Física,False,2025-01-04,2026-01-04,365,6492,196,0.011101201910679278,793807.74,0.2520813417896227,0
